"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1228316127153082368","@user98","male","25-34","right","moderate_right","train","train","twitter"
"1321925817107156995","@user147","male","50-64","left","moderate_left","nan","test","twitter"
"1270423867614470144","@user18","male","50-64","left","left","train","train","twitter"
"1244196021682475008","@user256","female","50-64","right","moderate_right","train","train","twitter"
"1300730553810014209","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1265999803995033601","@user248","male","50-64","right","moderate_right","val","nan","twitter"
"1268120795693408257","@user186","female","50-64","right","right","train","train","twitter"
"1297187205706899463","@user161","male","35-49","right","right","test","nan","twitter"
"1300384723353702400","@user54","male","50-64","left","left","train","train","twitter"
"1281939584050515970","@user47","male","50-64","right","moderate_right","nan","test","twitter"
"1280041382888050694","@user3","female","50-64","left","left","nan","test","twitter"
"1245387565064167424","@user213","female","35-49","right","right","train","train","twitter"
"1247938969062514690","@user262","female","50-64","left","moderate_left","test","nan","twitter"
"1219972183079968769","@user41","male","25-34","left","moderate_left","test","nan","twitter"
"1241317879951306752","@user234","male","50-64","right","right","test","nan","twitter"
"1263889848911499266","@user78","female","over-65","left","moderate_left","val","nan","twitter"
"1278722671468056577","@user258","female","50-64","left","left","val","nan","twitter"
"1222946516995923969","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1242552707757547522","@user155","male","25-34","left","left","train","train","twitter"
"1290324205482004481","@user80","female","35-49","left","left","nan","val","twitter"
"1286734157603905537","@user240","male","35-49","left","left","nan","test","twitter"
"1257641576429477892","@user243","male","35-49","right","moderate_right","test","nan","twitter"
"1261433100166262785","@user48","female","35-49","right","right","test","nan","twitter"
"1281906572659167232","@user172","male","35-49","right","moderate_right","nan","val","twitter"
"1265561965629505538","@user69","female","35-49","left","left","train","train","twitter"
"1294242570067939328","@user28","male","50-64","right","moderate_right","nan","val","twitter"
"1226523647134904321","@user264","male","35-49","left","left","train","train","twitter"
"1280715718481383424","@user14","female","50-64","left","moderate_left","val","nan","twitter"
"1256650056922513409","@user193","male","over-65","left","moderate_left","train","train","twitter"
"1248526699978948608","@user44","female","50-64","left","left","train","train","twitter"
"1318594265820368898","@user26","male","50-64","right","moderate_right","nan","val","twitter"
"1238106207468105733","@user216","female","35-49","right","right","train","train","twitter"
"1326896239615614983","@user6","female","35-49","left","moderate_left","nan","test","twitter"
"1267870168925065216","@user197","male","50-64","left","left","train","train","twitter"
"1213896984945397768","@user238","male","50-64","left","left","val","nan","twitter"
"1332626900339003392","@user230","female","50-64","left","moderate_left","nan","val","twitter"
"1234779537113780225","@user242","male","35-49","left","moderate_left","train","train","twitter"
"1308682111096967174","@user77","male","35-49","right","right","test","nan","twitter"
"1283014551676637185","@user75","female","25-34","left","left","nan","val","twitter"
"1231556247733882880","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1227240373623365632","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1280916681712418816","@user216","female","35-49","right","right","nan","val","twitter"
"1238930144552792069","@user123","female","35-49","left","left","val","nan","twitter"
"1312447913176428544","@user114","female","35-49","right","right","nan","val","twitter"
"1247535232988807168","@user267","female","25-34","right","right","train","train","twitter"
"1227333565073043458","@user172","male","35-49","right","moderate_right","train","train","twitter"
"1230227372982652929","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1246687840177721349","@user187","male","50-64","left","moderate_left","train","train","twitter"
"1260122520780451842","@user216","female","35-49","right","right","train","train","twitter"
"1273554105919823873","@user86","female","25-34","left","left","test","nan","twitter"
"1240336909966196743","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1228057546688286721","@user40","male","35-49","left","moderate_left","train","train","twitter"
"1269625257209585668","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1255836379260563457","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1269184501005025281","@user55","male","35-49","right","moderate_right","train","train","twitter"
"1333465050510733312","@user87","male","over-65","left","moderate_left","nan","test","twitter"
"1281681891704414210","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1321411196294148096","@user228","male","35-49","left","moderate_left","nan","test","twitter"
"1225141730745495554","@user185","male","35-49","right","moderate_right","train","train","twitter"
"1319245200477331456","@user103","female","35-49","left","left","nan","test","twitter"
"1217207711709921281","@user129","male","35-49","left","left","train","train","twitter"
"1239506439430983680","@user181","male","50-64","right","right","test","nan","twitter"
"1261952797538426880","@user218","male","50-64","right","right","train","train","twitter"
"1238883929488338945","@user204","male","50-64","left","moderate_left","test","nan","twitter"
"1223139239719849984","@user259","male","over-65","left","left","train","train","twitter"
"1256154578732580864","@user197","male","50-64","left","left","train","train","twitter"
"1260257457546375175","@user1","male","50-64","right","moderate_right","train","train","twitter"
"1298881224593862656","@user37","male","35-49","left","left","train","train","twitter"
"1316713341486850056","@user75","female","25-34","left","left","nan","test","twitter"
"1258468756201840640","@user155","male","25-34","left","left","train","train","twitter"
"1311421276729286656","@user260","male","50-64","right","right","test","nan","twitter"
"1329552661880971268","@user267","female","25-34","right","right","nan","test","twitter"
"1277289147183632384","@user236","male","50-64","right","right","nan","test","twitter"
"1308348712889061376","@user95","female","50-64","left","moderate_left","nan","val","twitter"
"1266102172716072962","@user29","male","50-64","right","right","train","train","twitter"
"1270766848443908102","@user24","male","35-49","left","left","val","nan","twitter"
"1291289900252372992","@user44","female","50-64","left","left","nan","val","twitter"
"1263823671589732355","@user105","male","50-64","left","moderate_left","test","nan","twitter"
"1323653194791137287","@user107","male","50-64","left","moderate_left","nan","val","twitter"
"1311412283223011330","@user269","female","50-64","left","moderate_left","nan","val","twitter"
"1254369722113626112","@user129","male","35-49","left","left","train","train","twitter"
"1296555451568599044","@user37","male","35-49","left","left","train","train","twitter"
"1232071056099287040","@user42","female","over-65","left","left","train","train","twitter"
"1282668834047037446","@user94","female","35-49","left","moderate_left","nan","val","twitter"
"1289578358443933698","@user243","male","35-49","right","moderate_right","test","nan","twitter"
"1216750339627483137","@user146","male","50-64","right","moderate_right","val","nan","twitter"
"1321446252379312128","@user19","male","50-64","right","right","nan","val","twitter"
"1232764627831967744","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1267910463163162624","@user165","male","50-64","right","moderate_right","test","nan","twitter"
"1308697520403615744","@user201","male","50-64","right","moderate_right","nan","val","twitter"
"1217880592890679297","@user95","female","50-64","left","moderate_left","train","train","twitter"
"1254760967193481217","@user53","male","35-49","right","moderate_right","train","train","twitter"
"1270048022852964354","@user55","male","35-49","right","moderate_right","train","train","twitter"
"1290277985665220608","@user22","male","50-64","right","right","train","train","twitter"
"1272256451499773955","@user58","male","over-65","right","moderate_right","val","nan","twitter"
"1270727985851707393","@user269","female","50-64","left","moderate_left","train","train","twitter"
"1322951668527435780","@user127","male","25-34","right","right","nan","test","twitter"
"1255426247892643844","@user45","female","35-49","right","moderate_right","train","train","twitter"
"1279299480635027460","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1242818089651224576","@user139","female","35-49","left","left","test","nan","twitter"
"1275463090612637697","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1328366336616124416","@user23","female","35-49","right","moderate_right","nan","val","twitter"
"1269539523287027715","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1232763545772752896","@user69","female","35-49","left","left","train","train","twitter"
"1308497445899337728","@user32","male","50-64","left","moderate_left","test","nan","twitter"
"1272856472238645248","@user160","male","50-64","right","moderate_right","train","train","twitter"
"1319240423689408515","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1306686964352122881","@user37","male","35-49","left","left","train","train","twitter"
"1234460368250003456","@user91","male","35-49","left","left","train","train","twitter"
"1222626868584730624","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1312315786724282369","@user22","male","50-64","right","right","nan","val","twitter"
"1219330635229290498","@user36","female","50-64","right","moderate_right","train","train","twitter"
"1213743092299251712","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1308644562064281600","@user72","male","35-49","left","left","val","nan","twitter"
"1254120397915684867","@user150","male","35-49","right","right","train","train","twitter"
"1258364879402151937","@user7","male","35-49","right","moderate_right","train","train","twitter"
"1250374315176005633","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1326616137417846785","@user176","male","35-49","right","moderate_right","nan","test","twitter"
"1219593245434482691","@user57","female","50-64","left","moderate_left","val","nan","twitter"
"1262130050821955585","@user190","male","25-34","right","moderate_right","test","nan","twitter"
"1257938214544957440","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1234483302783950859","@user53","male","35-49","right","moderate_right","train","train","twitter"
"1232679111795126273","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1293652684181037056","@user114","female","35-49","right","right","train","train","twitter"
"1260251635273666561","@user169","male","50-64","right","right","train","train","twitter"
"1304342481207726081","@user113","male","25-34","right","moderate_right","nan","val","twitter"
"1244712036891852800","@user127","male","25-34","right","right","train","train","twitter"
"1319219671296507904","@user61","female","50-64","left","left","val","nan","twitter"
"1303593154386501632","@user93","male","50-64","left","moderate_left","nan","val","twitter"
"1293910152685395968","@user251","female","35-49","right","right","val","nan","twitter"
"1278072066282000386","@user233","female","35-49","right","moderate_right","test","nan","twitter"
"1320626315092021250","@user167","male","35-49","left","left","nan","test","twitter"
"1243134099251855361","@user128","male","35-49","left","left","train","train","twitter"
"1263105494937481216","@user79","female","25-34","left","left","train","train","twitter"
"1330082624447115264","@user137","male","50-64","left","moderate_left","nan","test","twitter"
"1309105508205449219","@user188","male","35-49","right","moderate_right","nan","test","twitter"
"1272783569056907264","@user182","male","35-49","left","moderate_left","nan","val","twitter"
"1297618147273576448","@user214","male","50-64","right","moderate_right","nan","test","twitter"
"1326135349748363264","@user214","male","50-64","right","moderate_right","nan","test","twitter"
"1321437990317625345","@user95","female","50-64","left","moderate_left","nan","test","twitter"
"1272179518342672384","@user5","male","35-49","right","moderate_right","val","nan","twitter"
"1267018859854417922","@user142","female","35-49","left","left","train","train","twitter"
"1288071864963735552","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1224725533738618880","@user11","female","35-49","right","moderate_right","train","train","twitter"
"1218232811246800896","@user197","male","50-64","left","left","train","train","twitter"
"1295489007636422656","@user67","female","35-49","right","right","nan","val","twitter"
"1237752175146737664","@user150","male","35-49","right","right","train","train","twitter"
"1283315496499257344","@user101","male","35-49","right","right","test","nan","twitter"
"1230409573250609152","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1275073541335945224","@user220","female","50-64","right","moderate_right","train","train","twitter"
"1273543745674326016","@user191","female","50-64","right","moderate_right","train","train","twitter"
"1329376451599216640","@user267","female","25-34","right","right","nan","val","twitter"
"1243878013298671620","@user30","male","50-64","right","moderate_right","train","train","twitter"
"1273981108259078153","@user129","male","35-49","left","left","train","train","twitter"
"1315907321042817024","@user164","male","35-49","left","moderate_left","nan","val","twitter"
"1244580632405082114","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1271811419927961601","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1248538665866977280","@user123","female","35-49","left","left","val","nan","twitter"
"1217348159250280448","@user75","female","25-34","left","left","train","train","twitter"
"1252888747512905728","@user42","female","over-65","left","left","train","train","twitter"
"1264678122001178632","@user134","female","35-49","left","moderate_left","train","train","twitter"
"1327577118285377536","@user7","male","35-49","right","moderate_right","nan","test","twitter"
"1228088049961230342","@user213","female","35-49","right","right","train","train","twitter"
"1260878110385455105","@user216","female","35-49","right","right","train","train","twitter"
"1273112466143281159","@user212","male","35-49","left","moderate_left","val","nan","twitter"
"1241424334725492737","@user247","male","35-49","left","left","val","nan","twitter"
"1294701651752890369","@user98","male","25-34","right","moderate_right","nan","test","twitter"
"1232181101516423169","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1230790516708642816","@user216","female","35-49","right","right","train","train","twitter"
"1227281978191417344","@user41","male","25-34","left","moderate_left","test","nan","twitter"
"1293137601621262336","@user27","male","35-49","left","moderate_left","nan","test","twitter"
"1283128774352089088","@user148","male","50-64","left","moderate_left","train","train","twitter"
"1252925207158947841","@user223","female","50-64","right","moderate_right","train","train","twitter"
"1311729855541776392","@user47","male","50-64","right","moderate_right","nan","val","twitter"
"1243592975076282373","@user135","male","35-49","left","moderate_left","train","train","twitter"
"1276057268002357254","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1266295230053007360","@user171","female","35-49","left","moderate_left","test","nan","twitter"
"1250803453707911170","@user127","male","25-34","right","right","train","train","twitter"
"1265986106497130496","@user76","female","50-64","left","moderate_left","train","train","twitter"
"1219665759523221504","@user74","female","25-34","left","left","train","train","twitter"
"1300759540888154118","@user265","male","over-65","left","left","nan","test","twitter"
"1301764154869645312","@user51","male","35-49","right","moderate_right","nan","test","twitter"
"1227036613018083330","@user36","female","50-64","right","moderate_right","train","train","twitter"
"1251484576075124737","@user221","male","35-49","right","right","train","train","twitter"
"1224253738057109504","@user55","male","35-49","right","moderate_right","train","train","twitter"
"1243158870740144128","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1248538669235011584","@user123","female","35-49","left","left","val","nan","twitter"
"1213597346027708417","@user50","female","50-64","left","moderate_left","train","train","twitter"
"1268526783948886018","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1328648204787871745","@user94","female","35-49","left","moderate_left","nan","val","twitter"
"1263070270157398016","@user183","female","35-49","right","moderate_right","train","train","twitter"
"1323646329181130752","@user56","male","50-64","left","moderate_left","nan","val","twitter"
"1259040668799942656","@user147","male","50-64","left","moderate_left","train","train","twitter"
"1301464470540242945","@user91","male","35-49","left","left","nan","test","twitter"
"1220722931807862784","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1316776828032425984","@user228","male","35-49","left","moderate_left","nan","test","twitter"
"1295407071291150339","@user83","male","25-34","right","moderate_right","nan","val","twitter"
"1222598225900851202","@user49","female","50-64","right","moderate_right","train","train","twitter"
"1271497978554077187","@user91","male","35-49","left","left","train","train","twitter"
"1294567812552433666","@user161","male","35-49","right","right","test","nan","twitter"
"1332678379259138049","@user162","male","35-49","left","moderate_left","nan","test","twitter"
"1224690866230636547","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1269186658664054784","@user182","male","35-49","left","moderate_left","nan","val","twitter"
"1290368014966292481","@user54","male","50-64","left","left","train","train","twitter"
"1328609608093544448","@user69","female","35-49","left","left","nan","val","twitter"
"1288437771565256704","@user187","male","50-64","left","moderate_left","nan","test","twitter"
"1255818582971293697","@user208","male","50-64","left","moderate_left","test","nan","twitter"
"1223214480269684738","@user167","male","35-49","left","left","train","train","twitter"
"1323676679961747456","@user114","female","35-49","right","right","nan","test","twitter"
"1231855506970546179","@user79","female","25-34","left","left","train","train","twitter"
"1248188991356182529","@user197","male","50-64","left","left","train","train","twitter"
"1252327355848237058","@user74","female","25-34","left","left","train","train","twitter"
"1244379369554022401","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1305067455186980864","@user82","female","35-49","right","moderate_right","nan","test","twitter"
"1276130405075292160","@user201","male","50-64","right","moderate_right","train","train","twitter"
"1283838815996653573","@user91","male","35-49","left","left","nan","val","twitter"
"1309889677898457090","@user62","male","35-49","left","left","nan","test","twitter"
"1239142537115373569","@user218","male","50-64","right","right","train","train","twitter"
"1298243145726144512","@user63","female","50-64","right","right","val","nan","twitter"
"1217725923077902336","@user157","male","35-49","right","moderate_right","train","train","twitter"
"1214474137172926464","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1327922036744794113","@user30","male","50-64","right","moderate_right","nan","test","twitter"
"1304179129525379072","@user145","female","35-49","left","moderate_left","val","nan","twitter"
"1246421769747079169","@user206","female","35-49","left","left","val","nan","twitter"
"1329414225140330497","@user237","female","25-34","left","moderate_left","nan","val","twitter"
"1287017842525831169","@user94","female","35-49","left","moderate_left","nan","val","twitter"
"1314834812230922241","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1226211052196593666","@user31","male","50-64","left","moderate_left","val","nan","twitter"
"1237837686678921218","@user30","male","50-64","right","moderate_right","train","train","twitter"
"1257965709583400961","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1253010650948939777","@user157","male","35-49","right","moderate_right","train","train","twitter"
"1259466108744142848","@user221","male","35-49","right","right","train","train","twitter"
"1318820215191384065","@user242","male","35-49","left","moderate_left","nan","val","twitter"
"1225815635994857473","@user64","female","25-34","right","right","test","nan","twitter"
"1276493329191047168","@user19","male","50-64","right","right","train","train","twitter"
"1332397604953534465","@user63","female","50-64","right","right","val","nan","twitter"
"1237406883360768002","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1253950482177036288","@user81","male","35-49","left","left","train","train","twitter"
"1249283524764545030","@user64","female","25-34","right","right","test","nan","twitter"
"1264848420428222464","@user153","male","35-49","left","left","test","nan","twitter"
"1213149285375721472","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1231272798653485058","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1266660233771913216","@user31","male","50-64","left","moderate_left","val","nan","twitter"
"1261361887024988161","@user89","male","50-64","left","moderate_left","test","nan","twitter"
"1243958918604259330","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1316506805326024705","@user5","male","35-49","right","moderate_right","val","nan","twitter"
"1320068346952454145","@user260","male","50-64","right","right","test","nan","twitter"
"1279004165688221696","@user54","male","50-64","left","left","train","train","twitter"
"1238027647332028417","@user144","female","35-49","left","moderate_left","val","nan","twitter"
"1288745405354840064","@user136","male","35-49","left","left","nan","test","twitter"
"1246101641281056769","@user133","male","50-64","right","right","val","nan","twitter"
"1251633470792663044","@user110","male","50-64","right","right","train","train","twitter"
"1281179163479719936","@user136","male","35-49","left","left","train","train","twitter"
"1248204078980698112","@user108","female","35-49","right","right","train","train","twitter"
"1263820314133303296","@user75","female","25-34","left","left","train","train","twitter"
"1297487164205301760","@user66","female","35-49","right","moderate_right","train","train","twitter"
"1278714363067670530","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1242780016942952455","@user232","female","35-49","left","left","train","train","twitter"
"1222541729607364609","@user89","male","50-64","left","moderate_left","test","nan","twitter"
"1215716760978120704","@user167","male","35-49","left","left","train","train","twitter"
"1330152695366361089","@user134","female","35-49","left","moderate_left","nan","val","twitter"
"1268790416972959745","@user88","male","25-34","left","left","train","train","twitter"
"1295440089577857027","@user75","female","25-34","left","left","nan","val","twitter"
"1260648624079335427","@user145","female","35-49","left","moderate_left","val","nan","twitter"
"1213766348364550151","@user134","female","35-49","left","moderate_left","train","train","twitter"
"1239291123518013446","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1250353401738588163","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1295749420164747265","@user27","male","35-49","left","moderate_left","nan","test","twitter"
"1304122768271855619","@user94","female","35-49","left","moderate_left","nan","test","twitter"
"1279014650303127552","@user167","male","35-49","left","left","nan","test","twitter"
"1258834210850254849","@user118","male","35-49","right","moderate_right","train","train","twitter"
"1290922276632907776","@user185","male","35-49","right","moderate_right","nan","test","twitter"
"1269329260482908160","@user103","female","35-49","left","left","train","train","twitter"
"1255429384154087424","@user105","male","50-64","left","moderate_left","test","nan","twitter"
"1313443598369726466","@user236","male","50-64","right","right","nan","val","twitter"
"1305881317771554816","@user81","male","35-49","left","left","nan","val","twitter"
"1308377856989429760","@user161","male","35-49","right","right","test","nan","twitter"
"1282771766771884032","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1259756004700495872","@user160","male","50-64","right","moderate_right","train","train","twitter"
"1265619846013825027","@user221","male","35-49","right","right","train","train","twitter"
"1288478332758130689","@user147","male","50-64","left","moderate_left","nan","test","twitter"
"1227261012916654082","@user167","male","35-49","left","left","train","train","twitter"
"1311256331995709440","@user183","female","35-49","right","moderate_right","nan","val","twitter"
"1256173529759916038","@user221","male","35-49","right","right","train","train","twitter"
"1298582777504374788","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1243555268639719425","@user75","female","25-34","left","left","train","train","twitter"
"1238927319550607360","@user71","male","35-49","right","moderate_right","val","nan","twitter"
"1263016955134558208","@user157","male","35-49","right","moderate_right","train","train","twitter"
"1300411456068952065","@user163","male","25-34","left","moderate_left","nan","val","twitter"
"1280418362447859717","@user116","male","50-64","right","moderate_right","nan","val","twitter"
"1269619881189801985","@user258","female","50-64","left","left","val","nan","twitter"
"1284865417241075718","@user62","male","35-49","left","left","nan","val","twitter"
"1246056903836413952","@user221","male","35-49","right","right","train","train","twitter"
"1304771800103084032","@user183","female","35-49","right","moderate_right","nan","val","twitter"
"1269954844581904385","@user133","male","50-64","right","right","val","nan","twitter"
"1238936391800819712","@user100","female","25-34","right","moderate_right","train","train","twitter"
"1267391342042382338","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1285880756238200833","@user36","female","50-64","right","moderate_right","nan","test","twitter"
"1215547294306709504","@user65","female","35-49","left","moderate_left","test","nan","twitter"
"1260470943958405121","@user246","male","35-49","left","left","train","train","twitter"
"1256214714780188679","@user64","female","25-34","right","right","test","nan","twitter"
"1274279422271643648","@user188","male","35-49","right","moderate_right","train","train","twitter"
"1311230959543554049","@user61","female","50-64","left","left","val","nan","twitter"
"1301534099904102401","@user53","male","35-49","right","moderate_right","nan","test","twitter"
"1235178045511737344","@user97","female","25-34","left","left","train","train","twitter"
"1290337450762665984","@user168","male","50-64","left","left","nan","val","twitter"
"1215968116565561344","@user30","male","50-64","right","moderate_right","train","train","twitter"
"1235119473033490432","@user211","male","50-64","left","moderate_left","train","train","twitter"
"1245311992023351297","@user191","female","50-64","right","moderate_right","train","train","twitter"
"1320631808455835648","@user9","female","25-34","left","left","nan","test","twitter"
"1223178347125071873","@user60","male","35-49","right","moderate_right","train","train","twitter"
"1331657065463488512","@user36","female","50-64","right","moderate_right","nan","val","twitter"
"1248676983225094144","@user192","female","50-64","left","moderate_left","train","train","twitter"
"1259488757323096065","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1241140091839488001","@user138","male","50-64","left","moderate_left","train","train","twitter"
"1212750840475328513","@user269","female","50-64","left","moderate_left","train","train","twitter"
"1307953072480628738","@user249","female","35-49","right","moderate_right","nan","val","twitter"
"1306525669262753792","@user218","male","50-64","right","right","nan","test","twitter"
"1326434192209666048","@user191","female","50-64","right","moderate_right","nan","test","twitter"
"1226111547656876032","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1260915728384954369","@user42","female","over-65","left","left","train","train","twitter"
"1320681080270344192","@user264","male","35-49","left","left","nan","test","twitter"
"1257297926134652928","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1328245592699645955","@user164","male","35-49","left","moderate_left","nan","val","twitter"
"1321415082488770560","@user134","female","35-49","left","moderate_left","nan","test","twitter"
"1278995311189426176","@user23","female","35-49","right","moderate_right","nan","test","twitter"
"1241031327501164545","@user111","female","50-64","left","moderate_left","val","nan","twitter"
"1300432894561845248","@user51","male","35-49","right","moderate_right","nan","val","twitter"
"1218446513807986690","@user168","male","50-64","left","left","train","train","twitter"
"1299611013642252289","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1224414909737459712","@user89","male","50-64","left","moderate_left","test","nan","twitter"
"1252719655048921089","@user190","male","25-34","right","moderate_right","test","nan","twitter"
"1265966757539393538","@user91","male","35-49","left","left","train","train","twitter"
"1266338026495582208","@user17","male","35-49","left","moderate_left","train","train","twitter"
"1263784416284999681","@user27","male","35-49","left","moderate_left","train","train","twitter"
"1258448122105266177","@user155","male","25-34","left","left","train","train","twitter"
"1310952576557494272","@user95","female","50-64","left","moderate_left","nan","test","twitter"
"1295472067945680896","@user66","female","35-49","right","moderate_right","train","train","twitter"
"1277163992092459008","@user269","female","50-64","left","moderate_left","nan","val","twitter"
"1305567935327543297","@user161","male","35-49","right","right","test","nan","twitter"
"1244527739937439744","@user39","male","35-49","right","moderate_right","train","train","twitter"
"1251762282691989504","@user259","male","over-65","left","left","train","train","twitter"
"1259741862052667392","@user208","male","50-64","left","moderate_left","test","nan","twitter"
"1291418323092230144","@user189","male","over-65","right","right","train","train","twitter"
"1236570583275581440","@user98","male","25-34","right","moderate_right","train","train","twitter"
"1249460165063118848","@user65","female","35-49","left","moderate_left","test","nan","twitter"
"1261332503878684676","@user167","male","35-49","left","left","train","train","twitter"
"1285646027970826241","@user255","male","over-65","left","moderate_left","nan","test","twitter"
"1273546228358352896","@user75","female","25-34","left","left","train","train","twitter"
"1254313585054007299","@user198","female","35-49","right","moderate_right","train","train","twitter"
"1225177025150889984","@user49","female","50-64","right","moderate_right","train","train","twitter"
"1295809574285578249","@user17","male","35-49","left","moderate_left","nan","test","twitter"
"1242961418850381825","@user6","female","35-49","left","moderate_left","train","train","twitter"
"1260560616424685569","@user204","male","50-64","left","moderate_left","test","nan","twitter"
"1243879403265941509","@user167","male","35-49","left","left","train","train","twitter"
"1310638943856197633","@user221","male","35-49","right","right","nan","test","twitter"
"1261200149084241920","@user67","female","35-49","right","right","train","train","twitter"
"1240418249797505034","@user228","male","35-49","left","moderate_left","train","train","twitter"
"1225938041828716545","@user198","female","35-49","right","moderate_right","train","train","twitter"
"1318876100781551617","@user196","male","50-64","left","moderate_left","nan","val","twitter"
"1293654093043568645","@user151","male","35-49","right","moderate_right","nan","test","twitter"
"1292405275820019712","@user14","female","50-64","left","moderate_left","val","nan","twitter"
"1270299154242207751","@user164","male","35-49","left","moderate_left","train","train","twitter"
"1253271846180589568","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1259050185944072192","@user21","female","25-34","left","left","test","nan","twitter"
"1230407266408509440","@user191","female","50-64","right","moderate_right","train","train","twitter"
"1247608956941406209","@user17","male","35-49","left","moderate_left","train","train","twitter"
"1213824664281202688","@user39","male","35-49","right","moderate_right","train","train","twitter"
"1321421051616759810","@user189","male","over-65","right","right","nan","test","twitter"
"1273930692896993281","@user28","male","50-64","right","moderate_right","train","train","twitter"
"1319546232919019525","@user157","male","35-49","right","moderate_right","nan","test","twitter"
"1234878599938936833","@user97","female","25-34","left","left","train","train","twitter"
"1253245998375342082","@user239","male","25-34","left","left","train","train","twitter"
"1292171324455038979","@user1","male","50-64","right","moderate_right","nan","test","twitter"
"1280870892206280706","@user249","female","35-49","right","moderate_right","nan","val","twitter"
"1286992048617390081","@user80","female","35-49","left","left","nan","test","twitter"
"1246072063648989184","@user235","female","50-64","right","moderate_right","test","nan","twitter"
"1237661278426017793","@user65","female","35-49","left","moderate_left","test","nan","twitter"
"1249672003075936256","@user133","male","50-64","right","right","val","nan","twitter"
"1288520765932015617","@user178","male","35-49","left","moderate_left","nan","test","twitter"
"1232417524093980672","@user85","female","35-49","right","moderate_right","train","train","twitter"
"1278299585048428544","@user146","male","50-64","right","moderate_right","val","nan","twitter"
"1227312593825603587","@user82","female","35-49","right","moderate_right","train","train","twitter"
"1235308063340589056","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1254385704316153858","@user204","male","50-64","left","moderate_left","test","nan","twitter"
"1252871575809871878","@user76","female","50-64","left","moderate_left","train","train","twitter"
"1333403430690435074","@user126","male","25-34","left","moderate_left","nan","val","twitter"
"1298686596179537922","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1254818749141696512","@user9","female","25-34","left","left","train","train","twitter"
"1321138994336440322","@user220","female","50-64","right","moderate_right","nan","test","twitter"
"1308458523706130438","@user161","male","35-49","right","right","test","nan","twitter"
"1325109248959918086","@user25","male","35-49","right","moderate_right","nan","test","twitter"
"1306231516041752577","@user251","female","35-49","right","right","val","nan","twitter"
"1278805365539381251","@user148","male","50-64","left","moderate_left","train","train","twitter"
"1268634217199665158","@user151","male","35-49","right","moderate_right","train","train","twitter"
"1246439663381942278","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1249480242080690176","@user208","male","50-64","left","moderate_left","test","nan","twitter"
"1289100168986611713","@user185","male","35-49","right","moderate_right","nan","test","twitter"
"1280156321657036800","@user267","female","25-34","right","right","nan","test","twitter"
